Company,id
"NorthStar Asset Management, Inc.",2868
Mycotech,2869
Rothy's,2870
Elkem ASA,2871
KATKIM,2872
Radox,2873
Anthem Inc.,2874
ALTEOGEN Inc.,2875
CR-Building Performance Specialists,2876
PaaPii Design,2877
Spinelli Kilcollin,2878
Mollini,2879
"Autodesk, Inc.",2880
Benesse Holdings Inc.,2881
AccertaClaim Servicorp Inc.,2882
Cambará Eco Hotel,2883
"The Hackett Group, Inc.",2884
Keko S.A.,2885
First Impressions,2886
Auro,2887
eOffice,2888
Everlane,2889
ECOPURA LIMITADA,2890
Tombe Sombogo Tea Factories Company Limited,2891
Minka,2892
Abel & Cole,2893
GMF Latinoamericana SA,2894
Summum Woman,2895
alstria office REIT-AG,2896
Fixer Services PBC,2897
Equinor,2898
Lojas Renner S.A.,2899
Akbank T.A.S.,2900
Silou,2901
Enriched Horizons,2902
GloryBee,2903
Herbarium,2904
Casablanca,2905
WE Fashion,2906
Standing on Giants,2907
RIXO,2908
"CHANGSHA SAMEFUN TEA CO., LTD.",2909
Renuar,2910
imagin,2911
Sunspel,2912
Group PETROKEMIJA,2913
Critical Software,2914
DAME.,2915
Warehouses De Pauw,2916
Mikado,2917
Max,2918
Pico,2919
BINH THUAN TEA Limited Liability Company (LLC),2920
Agri Marketplace,2921
GOLDSIGN,2922
Hopson Development Holdings Limited,2923
Aramex Tanzania Limited,2924
Fleur du Mal,2925
Lito Children's Wear,2926
GROSCHE International Inc.,2927
Gestuz,2928
Compology,2929
Contenedores de Antioquia,2930
CoLab Cooperative,2931
ØNSK ApS,2932
Wesley,2933
Mondaine,2934
Ningbo Joyson Electronic Corp.,2935
BALSAMIK,2936
Bassike,2937
Lotus Foods,2938
MAKAVELIC,2939
Newcastle Building Society,2940
omni,2941
Jockey International Inc,2942
CIE Automotive SA,2943
Lisa Marie Fernandez,2944
Rangemaster,2945
Alaska Glacial Mud Co.,2946
Burnam | Gray,2947
Williamson Tea Kenya Limited,2948
Donatella Fabio Beachwear,2949
Rapport,2950
greenenergy,2951
Boma,2952
PACARI,2953
Misha Nonoo,2954
Matri,2955
Okapi,2956
Saul Good Gift Co,2957
PROPER,2958
HEIMAT ATLANTICA,2959
The Niche Guys,2960
Naturli',2961
Leor,2962
PJ Smoothie,2963
"Integradora de Franquicias PKT1, S.A. P.I. de C.V.",2964
Norlha,2965
Gatunguru Tea Factory Co. Ltd,2966
Pataugas,2967
LOFT,2968
Pure Pod,2969
Mount Gibson Iron Limited,2970
Kennedy Woods Architecture,2971
bleed,2972
Isabel Marant,2973
Park Aerospace Corp.,2974
First Respond,2975
Biasi,2976
Forestreet Ltd,2977
SPURR,2978
Lett Architects Inc.,2979
TGW Studio,2980
Kinga Csilla,2981
Dvigi,2982
Blue Design,2983
Meteor Learning,2984
Biona,2985
byTiMo,2986
Cartograph Wines,2987
National Bank of Kuwait S.A.K.P.,2988
RaspberryPlum,2989
Eco Supplier,2990
Lé BUNS,2991
ZG Communications Inc.,2992
Ramsay Health Care,2993
Lavazza,2994
Christopher Kane,2995
JEM,2996
Rugabano Outgrowers Services Co. Ltd,2997
"Euronet Worldwide, Inc.",2998
Flex Ltd,2999
Pekin Hardy Strauss Wealth Management,3000
Panama Jack,3001
CreativeLab S.A.S,3002
"Miluo Shennong Tea Co.,Ltd",3003
Darjeeling Organic Tea Estates Pvt. Ltd. (Group II),3004
"White Mountains Insurance Group, Ltd.",3005
Barrick Gold Corporation,3006
Eva Fehren,3007
Thrive Market,3008
Fine Lines,3009
Princess Highway,3010
Les Tropeziennes par M Belarbi,3011
"The Hartford Financial Services Group, Inc.",3012
Oneka,3013
Sawday's,3014
"ENEOS Holdings, Inc.",3015
Ephemere Square,3016
Eileen Fisher,3017
Fast Retailing,3018
UpDIG,3019
Consultora Proa Argentina,3020
PANGAIA,3021
Rockmans,3022
Phuc Khoa Cooperative,3023
Comaco,3024
Nike Inc.,3025
Carine Gilson,3026
Minelli,3027
Workspace,3028
New Era,3029
Diageo,3030
KRAKATAU,3031
KOOKAÏ,3032
Credit Corp Group Limited,3033
Netflix,3034
Woolworths Limited,3035
foundling,3036
Atmos&Here,3037
TAUKO,3038
"MANRESANA de MICOBACTERIOLOGIA, S.L",3039
"Phu Tho Asia Tea Co., Ltd",3040
Bagito,3041
koi footwear,3042
Goertek Inc.,3043
Red Robin,3044
"Guangxi Guiguan Electric PowerCo.,Ltd.",3045
CEIBS Ruiyi Enterprise Management Co. Ltd,3046
Donadora,3047
Sleeper,3048
Wakulima Tea Company Ltd,3049
Timirim,3050
Nest,3051
Belazu Ingredient Company,3052
AXEL ARIGATO,3053
"Pyxus International, Inc.",3054
Kipkebe Limited Outgrowers,3055
Diamond Foundry,3056
Mama Bamboo,3057
M/S KELANI VALLEY PLANTATIONS PLC,3058
Citizen Capital Partenaires,3059
KWG Group Holdings Limited,3060
Howies,3061
SKYSUN,3062
"Advanced Micro Devices, Inc. (AMD)",3063
Tutu Du Monde,3064
"Douglas Emmett, Inc.",3065
Vilo,3066
"Arrow Electronics, Inc.",3067
Milepost Consulting,3068
Chilote Shoes,3069
Whistles,3070
Isadore Apparel,3071
Super Retail Group Limited,3072
Sanex,3073
Anne Fontaine,3074
Dick's Sporting Goods,3075
Pure Finance,3076
Grupa LOTOS SA,3077
Lombard Odier,3078
Mike Stoane Lighting,3079
Kmw Inc.,3080
Mindful Chef,3081
Wooyoungmi Manmade,3082
Carlsberg Brewery Malaysia Berhad,3083
Farley,3084
"Bassett Furniture Industries, Incorporated",3085
Maxwell House,3086
Sezzle,3087
"Fukuoka Financial Group, Inc.",3088
People Tree,3089
nu-in,3090
The Recycled Assets Company Ltd (T/A - TRACOuk),3091
McDonald's Corporation,3092
Pringles,3093
Bell & Ross,3094
Lee and Man Paper Manufacturing Limited,3095
SERVICES COMPANY OUTGROWERS NYARUGURU (NORTH) LTD,3096
The Rail,3097
Bonita,3098
Portafolio Verde,3099
Status Anxiety,3100
Thousand Fell,3101
Comovita,3102
De Smaakspecialist,3103
"Kokuyo Co., Ltd.",3104
Chinga Tea Factory Company Ltd,3105
Lonely Lingerie,3106
JM Collection,3107
Cache Cache,3108
Habito,3109
Moving Mountains,3110
Toyota Motor Corporation,3111
Etsy Inc.,3112
REALE GROUP,3113
"Beyond Meat, Inc.",3114
Eagle Creek,3115
Amavida Coffee and Trading,3116
COMPANIA ECUATORIANA DEL TE C.A. - HACIENDA SANGAY,3117
Closed Loop Partners,3118
Sorella Organics,3119
Haider Ackermann,3120
Anekdot,3121
"AES Solar ( Advanced Energy Solutions Group, Inc )",3122
Symrise AG,3123
Mayamiko,3124
Gardner and the Gang,3125
Elomi,3126
Joslin,3127
Experian,3128
Ulula,3129
BEST Inc.,3130
Argosy Property Limited,3131
"Keihan Holdings Co., Ltd.",3132
Cosmoparis,3133
Baron,3134
Houdini,3135
Gingia Tea Estate,3136
Pamut,3137
Liminal,3138
KNOWN SUPPLY,3139
"Roy Farms, SPC.",3140
California Solar Electric Cooperative,3141
ALEXACHUNG,3142
Entegrit,3143
Aztech Mountain,3144
Prosper for Purpose LLC,3145
éclipse,3146
Calvin Klein Inc.,3147
"Green Retirement, Inc.",3148
Biogar,3149
Grupa Kapitałowa Trakcja PRKIL S.A.,3150
Santander,3151
Physicians Thrive,3152
Melissa Odabash,3153
Helsinki Capital Partners,3154
Tekfen Holding Anonim Sirketi,3155
APL Apollo Tubes Limited,3156
PricewaterhouseCoopers,3157
Annona Sustainable Investments BV,3158
"Stericycle, Inc.",3159
Neu Nomads,3160
Summa Equity,3161
Sistema,3162
"TriLinc Global, LLC",3163
PORTS V,3164
BR Malls Participações S.A.,3165
"Agilent Technologies, Inc.",3166
Vittel,3167
Treasury Wine Estates,3168
CME Group Inc.,3169
TowerBrook Capital Partners L.P.,3170
Cream,3171
Zeeman,3172
LILYA,3173
Blackmores Limited,3174
"Project Canary, PBC",3175
Feronia Forests LLC,3176
"ABC-Mart,Inc.",3177
POABS Organic Products Pvt Ltd,3178
Koio,3179
"FUNKTION SCHNITT,",3180
Tryg A/S,3181
Healthpeak Properties,3182
KARL LAGERFELD,3183
Specialized,3184
Aenza S.A.A.,3185
Kin and Carta Plc,3186
Claudie Pierlot,3187
WE Family Offices LLC,3188
NOVA LJUBLJANSKA BANKA D.D.,3189
Junarose,3190
"Imago, LLC",3191
eBay,3192
IKEA,3193
The Upside,3194
Boma Jewelry,3195
Austin Reed,3196
Grupa Kapitałowa Banku Handlowego S.A. w Warszawie,3197
"Ningbo Tuopu Group Co.,Ltd.",3198
Grupo Don Marti­n,3199
K/ller Collection,3200
Confluence Sustainability,3201
NOVA KREDITNA BANKA MARIBOR D.D.,3202
Dimensions in Occupational Health and Safety,3203
Rule4,3204
Simpsons Malt Ltd,3205
ALS Limited,3206
Endless Joy,3207
Dunlop,3208
CyM SRL,3209
Baublebar,3210
Timbercreek Financial Corp.,3211
Salt Gypsy,3212
Unilever Tea Tanzania Limited,3213
HowBottle,3214
Carte D'Or,3215
Good Culture,3216
Cavalieri & Amoretti,3217
Ella's Kitchen UK,3218
Ecolena,3219
MADULSIMA PLANTATIONS PLC,3220
"Imery & Co, LLC",3221
Ferreycorp S.A.A.,3222
Carhartt Inc,3223
BIG Shopping Centers Ltd,3224
Hansine,3225
Bakers,3226
Smeg,3227
CHNGE,3228
Ezdan Holding Group Q.P.S.C.,3229
PARAFINA CO.,3230
Oji Holdings Corporation,3231
L'Arbre à Café,3232
Aion AS,3233
alice McCall,3234
Ruggable,3235
Olivia Van Halle,3236
WEBUILD S.P.A.,3237
All Blues,3238
KKR & Co. Inc.,3239
Growthpoint Properties Australia,3240
Mart Visser,3241
GladRags,3242
Fox's,3243
Bank of Queensland Limited,3244
Filter by Molly Mae,3245
Triodos Bank N.V.,3246
Foods for Tomorrow,3247
Araruna Filmes,3248
DS Smith,3249
"Cullen/Frost Bankers, Inc.",3250
Agree Realty Corporation,3251
Epicca,3252
Town Square Spaces Ltd.,3253
HG Ingeniería y Construcciones SAS,3254
Rejina Pyo,3255
BIOWASH IND E COM LTDA,3256
Legal & General Group,3257
CS Wind Corporation,3258
Flow,3259
Dirty Velvet,3260
Shriram Transport Finance Company Limited,3261
Wholesome Culture,3262
Humanoid,3263
BELIMO Holding AG,3264
PRANA,3265
Adbri Limited,3266
Selecta Auto Body,3267
Earthlings,3268
Sessions Hairdressing,3269
English Factory,3270
Honeywell Automation India Limited,3271
WIILDS,3272
"CF Industries Holdings, Inc.",3273
Mishcon de Reya LLP,3274
Baker Bridge,3275
Neff,3276
R.M. Williams,3277
"EOG Resources, Inc.",3278
"Hunan Yiqingyuan Everspring Tea Co., Ltd.",3279
Politix,3280
Rosamosario,3281
Birdsong,3282
"Huangshan Best Organic Tea Industrial Co., Ltd",3283
Bouygues SA,3284
Ceridian HCM Holding Inc.,3285
"Martin Bauer Plant Extracts (China) Co., Ltd.",3286
Airwair International Ltd (Dr Martens),3287
"Terrafertil US LLC DBA Essential Living Foods, Inc.",3288
Eat Natural,3289
Hawaiian Tropic,3290
Paul Smith,3291
Dibago,3292
Sophie Bille Brahe,3293
SOCIETATEA ENERGETICA ELECTRICA S.A.,3294
Intuit Inc.,3295
E. Tautz,3296
Pour Les Femmes,3297
Mark Cross,3298
Public Joint Stock Company Rosneft Oil Company,3299
"Jerónimo Martins, SGPS, S.A.",3300
ADEAS Hr,3301
TAMGA Designs,3302
MAPP Ltd,3303
Swinton,3304
First Investment Bank,3305
"Asahi Intecc Co., Ltd.",3306
Charter Club,3307
Zurich,3308
SOL ABADI/SUNSHINE LAB,3309
Leona Edmiston,3310
Baleco (The Unscented Company),3311
Brother Vellies,3312
Giuseppe Zanotti,3313
Eni,3314
MARC CAIN,3315
Daiwa House REIT Investment Corporation,3316
Mangrove Web Development,3317
Parachute Home,3318
Lojas Quero-Quero S.A.,3319
Baobab Express SA,3320
GOODEE,3321
Sundried,3322
Peaceful Fruits,3323
Tech Networks of Boston,3324
Lampa S.r.l. S.B.,3325
AWorld Srl Società Benefit,3326
"Aica Kogyo Company, Limited",3327
Alpha60,3328
NTPC Limited,3329
LX International Corp.,3330
Stoller Family Estate,3331
Stardrops,3332
"Workday, Inc.",3333
Being,3334
do good well consulting,3335
Andritz AG,3336
Gotham Greens,3337
Will's Vegan,3338
KIPSIGIS HIGHLAND MULTIPURPOSE CO-OPERATIVE SOCIETY,3339
Simpson Healthcare,3340
Laridae Communications Inc.,3341
Amber,3342
Science Applications International Corporation,3343
LHN,3344
KitKat,3345
RSA,3346
Richard Malone,3347
Just My Size,3348
Kika Vargas,3349
Iceland,3350
Paramount Resources Ltd.,3351
Furukawa Electric Co Ltd,3352
NeverNoT,3353
Devina Louise,3354
Sharesies,3355
FEDABO SPA,3356
REEF,3357
Fabiana Filippi,3358
ONLY,3359
Lec,3360
milo+nicki,3361
Sierra,3362
Untold Jewellery,3363
Vertaalbureau Perfect,3364
Doble Impacto,3365
Royal London,3366
Diagonal,3367
"Micron Technology, Inc.",3368
Brewer Science,3369
"Bezeq The Israel Telecommunication Corp, Limited",3370
Connect Three,3371
State of Sahaja: Yoga Mats & Yoga Studio That Gives Back,3372
Baldwin&,3373
Richard Quinn,3374
Mouwasat Medical Services Company,3375
Wehkamp Holding BV,3376
Delph,3377
Phillips 66,3378
"Blue Dot Advocates, PBC",3379
Stella-Jones Inc.,3380
SucSeed Social Enterprises Inc.,3381
Esselunga,3382
sigma legal,3383
ENGIE Rassembleurs d'Ã_x0083_â_x0080_°nergies,3384
Lincoln National Corporation,3385
Koomsong Tea Estate,3386
Ben Hogan,3387
MaRS Catalyst Fund General Partner Inc.,3388
UNIF,3389
PKO Bank Polski,3390
Small Door Veterinary,3391
"Mamava, Inc.",3392
Meu Copo Eco,3393
Helping Habit PBC,3394
Amalgamated Plantations Pvt. Ltd.,3395
PTT Exploration and Production Public Company Limited,3396
Grupo Axius,3397
South Pole,3398
Element,3399
Simplicity Works Benefit LLC,3400
SEP Jordan,3401
La Cristina,3402
Haddon Coaching,3403
BAU Accesibilidad,3404
ClearlySo Limited,3405
Seacourt Ltd,3406
International Game Technology,3407
Monte Rosso,3408
3Degrees Group Inc.,3409
Wärtsilä Oyj Abp,3410
The Ariel Group LLC,3411
Texas Instruments Incorporated,3412
Pura Lopez,3413
Matrix APA (UK) Ltd.,3414
U.S. Polo Assn,3415
Stok,3416
du (Emirates Integrated Telecommunications Company PJSC),3417
Archer-Daniels-Midland Company,3418
Materiel,3419
Liberté,3420
Bendigo and Adelaide Bank Limited,3421
YNSECT,3422
Mammaly,3423
Envato,3424
KORARA HIGHLANDS TEA FACTORY,3425
Laithwaite's,3426
Touch Me Not,3427
Pearl Consulting,3428
Doves Farm,3429
Pentameter,3430
G Viteri,3431
Baiia,3432
"ShenZhen Link Accessibility Co.,Ltd",3433
FINCANTIERI SpA,3434
Unilever Tea Kenya Limited - Mabroukie Estate,3435
American Apparel,3436
Twelve Winds Consulting,3437
OSG Corporation,3438
Havukal Tea and Produce Company Private Limited and Maris Agro Products Private Limited,3439
Footasylum,3440
"Beijing FuPingChuangYuan Agricultural Science and Technology Development Co.,Ltd.",3441
Ksubi,3442
Fokus Green,3443
Suzanne Rae,3444
NationSwell,3445
BONDI BORN,3446
Ipca Laboratories Limited,3447
De Lolita Restó Café,3448
Aon plc,3449
BAYTHE,3450
YouGreen Cooperativa de Beneficiamento de Materiais Recicláveis,3451
Allison Parris,3452
Nomadic,3453
Nicholas Daley,3454
Holsten Pils,3455
Herb Pharm,3456
"Savvy Rest, Inc.",3457
"Mac's List, Inc.",3458
Red Bay Coffee,3459
NETO,3460
Select Harvests Limited,3461
Creer Hacer,3462
MKB Bank Nyrt.,3463
Zella,3464
AK TARIM GUBRE CAY SANAYI INS. NAK. VE TIC. LTD. STI. CAYELI SUBESI,3465
Impala Platinum,3466
"Hawaiian Paddle Sports, LLC",3467
"Holcim Philippines, Inc.",3468
SeAH Besteel Corporation,3469
Bee Inspired Clothing,3470
Tara Jarmon,3471
Ando Reciclaje,3472
Cauldron Foods,3473
"Huangshan United Keemun Tea Co., Ltd",3474
Alpro (Alpro SCA),3475
Ironbark Sustainability,3476
Rothschild & Co SCA,3477
Jason,3478
Sea Witch Botanicals,3479
Walkers Shortbread,3480
Inmobiliaria Manquehue S.A.,3481
LL Bean,3482
Ascena Retail Group Inc,3483
Yohji Yamamoto,3484
Asesorías y Capacitaciones Veomás SpA,3485
Addtech AB (publ.),3486
LETZ SUSHI,3487
Ultragenyx Pharmaceutical Inc.,3488
Torrid,3489
Genashtim Innovative Learning Pte Ltd,3490
KAISUGU LTD,3491
Daimler AG,3492
Magda Butrym,3493
Sinéquanone,3494
Eskom,3495
Another View,3496
OpenClassrooms,3497
Brunotti,3498
Tsogo Sun,3499
"Shenzhen Energy Group Co., Ltd.",3500
Sanwa Holdings Corporation,3501
jac + mooki,3502
Reef Ecologic,3503
Jodhpur,3504
Mayerline,3505
Sunrise Treatment Center,3506
Sendle,3507
PACCAR Inc.,3508
The Worthy Company,3509
B GIFT SPA,3510
jaded london,3511
Laurence Tavernier,3512
Alumina Limited,3513
Pala Eyewear,3514
VivoPower International PLC,3515
KRUG,3516
Popinjay,3517
Just Move In,3518
Banana Republic,3519
Walden Local Meat,3520
Henkel AG & Co. KGaA,3521
"MENGHAI YULIN TEA CO., LTD",3522
Ramborn Cider Co.,3523
"Imajine That, LLC",3524
Zumiez,3525
PT Adaro Energy Tbk,3526
Dressarte Paris,3527
The White Company,3528
IWG plc,3529
Nine Dragons Paper (Holdings) Limited,3530
"United Parcel Service, Inc.",3531
Faith,3532
Inka Moss S.A.C.,3533
Melie Bianco,3534
China Development Financial Holding Corporation,3535
MOL Group,3536
The Hub Power Company Limited,3537
KBC Group NV,3538
Guangzhou Mingfeng Tea Co. Ltd.,3539
Norrona,3540
Pearl Drops,3541
International Paper Company,3542
Tri Colour Federation,3543
Red Dress Boutique,3544
NATURALIA,3545
IGB Real Estate Investment Trust,3546
Voodoo,3547
Unreal Fur,3548
Arma Karma,3549
Berenice,3550
Maximilian,3551
"Meritz Securities Co., Ltd.",3552
MULINDI FACTORY COMPANY LIMITED,3553
Troubadour,3554
CARIUMA,3555
Dancause,3556
Align Impact,3557
"Parry Agro Industries Limited, ( Mangorange Group) Carolyn And Attikunna Estate.",3558
STORY mfg.,3559
Lanidor,3560
mondora,3561
7Peaks Brasserie Sarl,3562
"Chewy, Inc.",3563
Bloomin,3564
Redbubble Limited,3565
Canon Marketing Japan Inc.,3566
Elephant,3567
Wiggle,3568
Except Integrated Sustainability,3569
Banpu Power Public Company Limited,3570
Fabrimode NV,3571
Eutopia,3572
Lantinga Vita Inc.,3573
bebe,3574
"Nia Impact Advisors, LLC",3575
"Green Dinosaur, Inc.",3576
Westports Holdings Berhad,3577
United By Blue,3578
Sample Coffee Roasters Pty Ltd,3579
Seven Seas,3580
"Khongea Tea Estate, Darshanlal Anand Prakash and Sons Pvt Ltd",3581
"Daifuku Co., Ltd.",3582
Carel Industries S.P.A.,3583
De Krat,3584
Yellow Leaf Hammocks,3585
GRUPA KAPITAŁOWA ZPUE S.A.,3586
Sama,3587
"Arcweb Technologies, LLC",3588
Vancouver Film Studios,3589
Ecofiltro,3590
Superga,3591
Ciudad Luz,3592
Byway,3593
CasaGIN,3594
Kinvolved,3595
AMAGI Desarrollo Humano,3596
Bjorn Borg,3597
AKO Capital,3598
"Fujian Xingwang Tea Co., Ltd.",3599
Motorola,3600
ams AG,3601
Higgidy,3602
Petit Pli,3603
Senso,3604
Filling Pieces,3605
Jadabpur Tea Company Limited,3606
MPM Products Ltd,3607
Sencha Naturals,3608
Ahli United Bank K.S.C.P.,3609
"AMETEK, Inc.",3610
Purdey's,3611
Elsien Gringhuis,3612
"Dotfusion Technology, Inc.",3613
Twinings,3614
"Taiwan Cooperative Financial Holding Co., Ltd.",3615
TDK Corporation,3616
Naturya,3617
Drizzle Honey,3618
Americold Realty Trust,3619
ECOlunchbox,3620
Duerr's,3621
Mentadent P,3622
B&H photo video,3623
Xerox,3624
Noticias Positivas,3625
Showpo,3626
ADDIKO BANK D.D. ZAGREB,3627
lululemon athletica,3628
"aWhere, Inc.",3629
Cathay General Bancorp,3630
PROYECCION FUTURA,3631
Eleventy,3632
Insieme SocietÃ_x0083_ Cooperativa Benefit,3633
Miakoda,3634
Verdical Group,3635
Oliberté,3636
The Goodwood Estate Company Limited,3637
UNOA,3638
Joules,3639
II-VI Incorporated,3640
Goodricke Group Ltd.,3641
Riz Boardshorts Ltd,3642
2XU,3643
Sleeping with Jacques,3644
loud + proud,3645
Gong Communications,3646
Honesty,3647
LV= (Liverpool Victoria),3648
"Douzone Bizon Co., Ltd.",3649
First Pacific Financial,3650
CESP - Companhia Energética de São Paulo,3651
Curare Yogawear,3652
Flex Suisse AG,3653
Pure Ground Ingredients,3654
Pineapple Sustainable Partnerships,3655
CANOVIA,3656
adidas,3657
Energage,3658
CIB Bank,3659
"Cadence Design Systems, Inc.",3660
Sakhejung Hill Range Tea Processing Industry (P) Ltd.,3661
Burton,3662
Cementos Argos,3663
Rutopía,3664
SYSTEMIQ Ltd,3665
Bhumi,3666
Village Bakery,3667
Rachel Gilbert,3668
Cooperative Mu,3669
Calsoft Systems,3670
Triarchy,3671
Sinatur Hotel & Konference,3672
Lisa Says Gah,3673
Pandora,3674
Bonprix,3675
BeyondAdmissionsÃ¢â_x0080__x009e_Â¢,3676
Only & Sons,3677
EE,3678
RAW Travel,3679
"Public Democracy, Inc.",3680
alice + olivia,3681
Titania Inglis,3682
"TG Therapeutics, Inc.",3683
Bobbi Brown,3684
"JFE Holdings, Inc.",3685
Visualfy,3686
"Reborn, the Label",3687
Southwire Company,3688
"BIKOnsulting, S. Coop.",3689
MatsukiyoCocokara & Co.,3690
Anritsu Corporation,3691
Temperley London,3692
Ana Khouri,3693
Designers Remix,3694
Tsuruha Holdings Inc.,3695
Gunda Hafner,3696
Shift Capital,3697
Smithfield,3698
Kachel,3699
Cousin Billie,3700
ARC Resources Ltd.,3701
CCL Industries Inc.,3702
CDLP,3703
Raffaella,3704
Extreme Cashmere,3705
Anglo American Platinum,3706
"Jason Wiener, P.C.",3707
Veja,3708
All Good,3709
Siam Makro Public Company Limited,3710
"Daiichikosho Co., Ltd.",3711
Studio Amelia,3712
Don Layo S.R.L.,3713
Adriatic Osiguranje d.d.,3714
Emerica,3715
CULTURE,3716
Maramba Tea Factory Limited,3717
Flora & Fauna,3718
10DAYS,3719
"Akamai Technologies, Inc.",3720
Hopworks Urban Brewery,3721
Fenton,3722
Mr D.I.Y. Group (M) Berhad,3723
JBA Wealth Management Group,3724
Evolution AB (publ),3725
Miei Group Pty Ltd,3726
"Sunwealth Power, Inc.",3727
Mizuno Corporation,3728
True Decadence,3729
Burns,3730
Dedicated,3731
Sancoffee - Santo Antonio Estate Coffee,3732
"DB Hitek Co., Ltd.",3733
Peter Alexander,3734
Aero,3735
Yunus Negócios Sociais Brasil,3736
Better Future,3737
Distribuidora Internacional de Alimentacion SA (DIA),3738
Reception,3739
President Chain Store Corporation,3740
Extend Comunicaciones,3741
Chinti & Parker,3742
Numi,3743
Mirova SA,3744
Beneficial State Bank,3745
Frank & Eileen,3746
InVento Innovation Lab impresa sociale srl,3747
InvestEco Capital Corp.,3748
Sancapel soluções para higiene Profissional,3749
AguiaLabs,3750
Grove & Dean,3751
Maia SAC,3752
McLeod Russel India Limited - Tingri Cluster,3753
Serenata Flowers,3754
Grounded Packaging,3755
Simply Business UK,3756
Terranova,3757
iPhone,3758
Nena & Co.,3759
éS Skateboarding,3760
Grupo Supervielle S.A.,3761
WK1 S.A.,3762
Canali,3763
Avani,3764
pinqponq,3765
NICHOLAS,3766
Gifts for Good,3767
Nomads Clothing,3768
Takara,3769
Dearborn Denim,3770
Project X Global Ltd,3771
Tom Wood,3772
Green&Blue Nature Ltd,3773
Image Relay,3774
APPA Real Estate,3775
Skipton Building Society,3776
"Blackbaud, Inc.",3777
DUPE VFX,3778
Vermilion Inc.,3779
Day Nurse,3780
N&B Srl Società Benefit,3781
Prospectus,3782
KEGALLE PLANTATIONS PLC,3783
Top End,3784
Comütor,3785
Christopher Esber,3786
Mulberry Group Plc,3787
Palmers,3788
Opera Campi,3789
Ecosistema Jaguar,3790
"Yunnan LongRun Tea Group Co., Ltd.",3791
VICTORIAPLUM.COM,3792
Underprotection ApS,3793
Weetos,3794
HER Empire,3795
Bubble Chamber CIC,3796
Citi,3797
Local Peoples,3798
Big Clean Switch,3799
Veganin,3800
"The Bank of Kyoto, Ltd.",3801
FH Christensen,3802
ROCKWOOL International A/S,3803
Firespring,3804
James&Co (Australia) Pty Ltd,3805
Ozery Family Bakery,3806
Uma Raquel Davidowicz,3807
Harness,3808
Geisha,3809
Patton Valley Vineyard,3810
Ariston management Services-Clearwater Estate,3811
Lancaster,3812
STRONG,3813
Lonsdale Solutions,3814
Vaya Finserv Private Limited,3815
Flare Street,3816
Tree Planet,3817
Vesica Piscis,3818
Lingynoiid,3819
JBG SMITH Properties,3820
SUBOO,3821
Gengma Luoling Tea Factory,3822
Evian Volvic Suisse,3823
Caravela Coffee,3824
"Fire Capital Management, LLC",3825
THETA/NDARUGU TEA FACTORY COMPANY LIMITED,3826
Allkem Limited,3827
Loral Space & Communications Inc.,3828
Green Commuter,3829
HempAge,3830
MATTER,3831
Floris van Bommel,3832
"Southwest Gas Holdings, Inc.",3833
Cecilie Bahnsen,3834
"Compeq Manufacturing Co., Ltd.",3835
VETTA,3836
Soho Coffee,3837
"Xie Yuda Tea Co., Ltd.",3838
Rochas,3839
Aldrees Petroleum and Transport Services Company,3840
Hatton Plantations PLC,3841
Ally Capellino,3842
"Fujitec Co.,Ltd.",3843
Søren Jensen Consulting Engineers / Søren Jensen Rådgivende Ingeniører,3844
100% Amazonia,3845
DDP,3846
Freemet Comercial SpA,3847
Jones Lang LaSalle Incorporated,3848
One Vintage,3849
Singlebrook Technology,3850
miEnergy,3851
Fay,3852
Red Mill,3853
Buinzoo s.a.,3854
done!,3855
Zaharni Zavodi AD,3856
Asesorías y Servicios Kyklos Spa.,3857
SO,3858
Stella Artois,3859
SoFine Food,3860
COG,3861
ARROCERA LA ESMERALDA SAS,3862
Freestar Drinks Ltd,3863
ZYN,3864
Re_Set,3865
JFrog Ltd.,3866
"BayCurrent Consulting, Inc.",3867
Commission NYC,3868
Deby Debo,3869
Naming'omba Tea Estates Limited,3870
"Luxshare Precision Industry Co., Ltd.",3871
"China Jushi Co., Ltd.",3872
ANDREA MONTELPARE,3873
Skidmore Group,3874
Deepak Nitrite Limited,3875
Elegantees,3876
"Kangwon Land, Inc.",3877
IG4 Capital,3878
Aviva plc,3879
Leni Swims,3880
De Micheli Lanciani Motta Psicologi del Lavoro Associati,3881
Alice & Olivia,3882
Fushi Wellbeing,3883
WeatherSolve Structures Inc.,3884
Livzon Pharmaceutical Group Inc.,3885
Isuzu Motors Limited,3886
COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE TRANSELECTRICA SA,3887
Benefit Systems,3888
C2 by Calibrate,3889
Nice Dog,3890
Jessops,3891
Gustavo Trading GmbH & Co. KG,3892
Tezenis,3893
MBOGO VALLEY TEA FACTORY LTD,3894
IQbusiness,3895
Fleximedical,3896
HILANA,3897
PT Bank Central Asia Tbk,3898
Recollective Consulting,3899
HoMie,3900
"Shandong Linglong Tyre Co., Ltd.",3901
"WILLY Consultants Co., Ltd",3902
Ndevr Environmental,3903
Scientific Games Corporation,3904
Bentley Organic,3905
Coca-Cola HBC,3906
Appen Limited,3907
Geek Girl Tech,3908
Talent Nation,3909
Rio,3910
MIO,3911
Sero Technologies Ltd,3912
ZorgDomein,3913
Flavia Aranha,3914
Orbis Environmental,3915
Gestão Samaúma,3916
